40000,25.3770000935,0.2,0.573816155989
40000,25.3259999752,0.21,0.573816155989
40000,25.3100001812,0.22,0.573816155989
40000,27.254999876,0.23,0.573816155989
40000,28.5650000572,0.24,0.573816155989
40000,29.1039998531,0.25,0.573816155989
40000,29.4370000362,0.26,0.573816155989
40000,29.9110000134,0.27,0.573816155989
40000,29.3940000534,0.28,0.573816155989
40000,30.5750000477,0.29,0.573816155989
40000,31.3639998436,0.3,0.573816155989
40000,31.1909999847,0.31,0.573816155989
40000,36.0499999523,0.32,0.573816155989
40000,32.0439999104,0.33,0.573816155989
40000,31.6859998703,0.34,0.573816155989
40000,31.4800000191,0.35,0.573816155989
40000,32.1399998665,0.36,0.573816155989
40000,29.4390001297,0.37,0.573816155989
40000,31.7920000553,0.38,0.573816155989
40000,31.0850000381,0.39,0.573816155989
