0,4.50699996948,0.506963788301
10000,11.8519999981,0.735376044568
20000,19.0460000038,0.802228412256
30000,26.2269999981,0.779944289694
40000,33.2170000076,0.763231197772
50000,41.381000042,0.766016713092
60000,47.4179999828,0.766016713092
70000,60.7309999466,0.793871866295
80000,71.8239998817,0.793871866295
90000,77.8309998512,0.793871866295
100000,93.8220000267,0.802228412256
110000,98.3849999905,0.796657381616
120000,108.210000038,0.799442896936
130000,112.848999977,0.793871866295
140000,129.023999929,0.788300835655
150000,141.496999979,0.796657381616
